id,formation_energy_ev_natom,bandgap_energy_ev
1,0.1897827386856079,1.4890027046203613
2,0.060766398906707764,3.6442952156066895
3,0.16282501816749573,3.616603136062622
4,0.027725547552108765,2.9745612144470215
5,0.14467579126358032,1.4638066291809082
6,0.0665423572063446,4.5252227783203125
7,0.06679925322532654,3.2172515392303467
8,0.12356233596801758,2.15036678314209
9,0.057288408279418945,2.664884090423584
10,0.24176481366157532,2.9891788959503174
11,0.1942717730998993,1.8225497007369995
12,0.09549832344055176,2.611889362335205
13,0.3337273597717285,1.0111780166625977
14,0.1883198618888855,2.0498547554016113
15,0.05336403846740723,0.9703398942947388
16,0.24584639072418213,3.5035319328308105
17,0.2121264934539795,1.6755574941635132
18,0.21344321966171265,2.344575881958008
19,0.3733048737049103,1.2243211269378662
20,0.18135732412338257,1.39149808883667
21,0.09139958024024963,1.8812925815582275
22,0.15405282378196716,3.031564474105835
23,0.16836139559745789,1.8244783878326416
24,0.17486146092414856,3.171665668487549
25,0.02190166711807251,2.640897750854492
26,0.14734205603599548,1.0356687307357788
27,0.2517549693584442,1.2903193235397339
28,0.22065183520317078,1.8928093910217285
29,0.1194353997707367,1.202704906463623
30,0.23414182662963867,2.042649507522583
31,0.25750741362571716,1.0916094779968262
32,0.14399102330207825,1.9021954536437988
33,0.11260220408439636,1.6055808067321777
34,0.17267557978630066,1.8938466310501099
35,0.04316404461860657,0.9665200710296631
36,0.2028251588344574,0.8458231687545776
37,0.1626131236553192,3.673172950744629
38,0.14394310116767883,1.3852449655532837
39,0.24375778436660767,2.106945514678955
40,0.10813558101654053,3.336789131164551
41,0.05932512879371643,3.9217593669891357
42,0.1588144302368164,3.171665668487549
43,0.05932512879371643,3.9217593669891357
44,0.1951189637184143,1.2684032917022705
45,0.2992854416370392,0.6798627972602844
46,0.03410220146179199,3.9459478855133057
47,0.1955413818359375,2.021807909011841
48,0.2589670419692993,1.8625074625015259
49,0.2301696538925171,3.516937017440796
50,0.1194353997707367,1.2339468002319336
51,0.14711198210716248,2.1025402545928955
52,0.09641525149345398,1.6769880056381226
53,0.23497793078422546,1.7549772262573242
54,0.2603127360343933,2.6635472774505615
55,0.14850857853889465,2.699486017227173
56,0.28197088837623596,0.5019724369049072
57,0.20930424332618713,2.313192367553711
58,0.27943727374076843,2.501763105392456
59,0.1895982325077057,0.9762172698974609
60,0.14601477980613708,2.8122622966766357
61,0.27180904150009155,0.42526352405548096
62,0.17440322041511536,1.7980456352233887
63,0.32788196206092834,1.8117119073867798
64,0.22978481650352478,3.2323551177978516
65,0.34602442383766174,1.045973777770996
66,0.06161096692085266,2.7762973308563232
67,0.06679925322532654,3.2172515392303467
68,0.21344321966171265,2.216240406036377
69,0.22916018962860107,3.3678057193756104
70,0.2870646119117737,1.696929931640625
71,0.05650654435157776,2.6312131881713867
72,0.10645937919616699,3.0331056118011475
73,0.05162888765335083,2.2918310165405273
74,0.1189948320388794,1.9238730669021606
75,0.2550131678581238,1.7011016607284546
